"fullName","description","isFork","createdAgo","pushedAgo","stars","watchers","forks","issues","pullRequests","releases","topics","mentionable","assignable","usersStars","leftShare","rightShare","relevance","T1W","T2W","T1M","T3M","T6M","T1Y","T2Y","T5Y","TI","T-48","T-47","T-46","T-45","T-44","T-43","T-42","T-41","T-40","T-39","T-38","T-37","T-36","T-35","T-34","T-33","T-32","T-31","T-30","T-29","T-28","T-27","T-26","T-25","T-24","T-23","T-22","T-21","T-20","T-19","T-18","T-17","T-16","T-15","T-14","T-13","T-12","T-11","T-10","T-9","T-8","T-7","T-6","T-5","T-4","T-3","T-2","T-1","T0"
"hankcs/HanLP","Natural Language Processing for the next decade. Tokenization, Part-of-Speech Tagging, Named Entity Recognition, Syntactic & Semantic Dependency Parsing, Document Classification",false,2302.5,2,21939,1157,5898,1274,106,51,"nlp, natural-language-processing, hanlp, pos-tagging, dependency-parser, text-classification, named-entity-recognition, semantic-parsing",32,1,1502,5.51,10.03,8.21,11.86,10.64,10.06,10.87,10.51,12.39,15.93,11.61,10.29,1813,1927,2140,2356,2572,2745,2966,3193,3432,4129,4577,4904,5331,5512,5880,6459,6832,7246,7743,8130,8503,8851,9348,9868,10285,10566,11027,11921,12576,13170,13649,14117,14557,15042,16266,16996,17393,17743,18286,18789,19204,19621,19998,20351,20674,20924,21277,21611,21918
"amaiya/ktrain","ktrain is a Python library that makes deep learning and AI more accessible and easier to apply",false,721.1,9.7,725,31,179,299,23,110,"deep-learning, machine-learning, tensorflow, keras, python, nlp, computer-vision, graph-neural-networks, tabular-data",11,1,154,0.56,31.13,8.18,0.71,0.64,0.92,0.99,1.23,1.61,,,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,35,51,71,86,104,132,177,232,315,373,433,496,546,593,631,662,693,721
"google/jax","Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more",false,824.9,0.7,11163,236,961,1981,3440,5,"",247,26,947,3.47,12.43,8.13,9.57,10,11.47,13.37,11.36,13.51,11.36,,13.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2389,2851,3380,3731,4019,4184,4337,4548,4740,4952,5238,5495,5850,6210,6793,7329,7817,8278,8645,9066,9398,9661,9921,10310,10791,11141
"shangjingbo1226/AutoPhrase","AutoPhrase: Automated Phrase Mining from Massive Text Corpora",false,1517.8,0.8,811,44,205,73,16,0,"quality-phrases, text-mining, multi-language, automatic, phrase, lexicon, compound-words",12,2,165,0.6,29.82,8.13,0.29,0.29,0.39,0.62,0.72,0.67,0.65,,0.54,15,25,38,47,51,60,67,72,82,90,104,120,139,161,178,192,201,217,229,247,269,291,307,325,334,378,398,423,436,450,465,486,501,515,533,552,567,584,600,622,643,660,678,699,739,753,780,798,811
"GaoPeng97/transformer-xl-chinese","transformer xl在中文文本生成上的尝试（可写小说、古诗）（transformer xl for text generation of chinese）",false,646.4,20.1,473,18,172,38,2,0,"",2,1,115,0.42,35.63,8.12,0.29,0.57,0.56,0.48,0.47,0.53,,,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,43,77,166,200,234,268,278,297,320,343,357,373,386,403,417,427,443,454,472
"snorkel-team/snorkel","A system for quickly generating training data with weak supervision",false,1797.6,2,4424,175,729,931,685,12,"machine-learning, ai, weak-supervision, labeling, data-science, python, snorkel, training-data, data-augmentation, data-slicing",56,8,510,1.87,16.89,8.11,2,1.86,1.91,1.95,2.21,2.42,3.8,,2.46,186,207,226,257,292,358,396,447,503,553,595,698,784,842,917,983,1039,1126,1208,1298,1389,1444,1505,1582,1643,1737,2109,2264,2425,2597,2762,3083,3232,3332,3430,3493,3536,3599,3678,3769,3826,3896,4014,4120,4180,4239,4305,4359,4418
"lucidrains/vit-pytorch","Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single transformer encoder, in Pytorch",false,115.9,6.1,2392,50,220,60,4,25,"artificial-intelligence, attention-mechanism, transformers, computer-vision, image-classification",4,1,338,1.24,20.71,8.1,16.71,18.43,32.15,17.24,,,,,20.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,1024,1382,2361
"facebookresearch/mmf","A modular framework for vision & language multimodal research from Facebook AI Research (FAIR)",false,945.6,0.9,4061,115,612,415,337,2,"pytorch, vqa, pretrained-models, multimodal, deep-learning, captioning, dialog, textvqa, hateful-memes, multi-tasking",66,559,479,1.76,17.29,8.07,1.57,1.64,1.68,1.88,2.08,3.08,4.69,,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,499,542,578,597,611,630,650,685,708,2081,2424,2547,2613,2690,2751,2808,2847,2933,2985,3020,3064,3196,3568,3677,3734,3827,3884,3947,4005,4058
"DeepGraphLearning/LiteratureDL4Graph","A comprehensive collection of recent papers on graph deep learning",false,587.5,37.8,2749,187,545,9,5,0,"machine-learning, deep-learning, papers, arxiv",7,14,369,1.35,19.67,8.06,1,1.07,3.95,1.82,1.29,1.32,,,4.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1508,1829,1941,2040,2111,2214,2265,2316,2354,2392,2429,2471,2509,2537,2565,2579,2605,2625,2746
"shenweichen/DeepCTR-Torch","【PyTorch】Easy-to-use,Modular and Extendible package of deep-learning based CTR models.",false,509.3,28.3,921,32,262,59,89,8,"deepctr, ctr-models, deep-learning, deepctr-pytorch, deepfm, fibinet, xdeepfm",12,8,178,0.65,28.32,8.06,2,2.5,2.07,2.15,1.79,1.55,,,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,230,289,329,352,374,402,456,493,543,590,632,676,720,782,853,918
"espnet/espnet","End-to-End Speech Processing Toolkit",false,1141.8,0.8,3360,167,1065,1143,1761,32,"deep-learning, end-to-end, chainer, pytorch, kaldi, speech-recognition, speech-synthesis, speech-translation, machine-translation, voice-conversion, speech-enhancement, speech-separation",100,13,420,1.54,18.32,8.02,3.57,3.86,4.34,4.5,4.21,4.31,3.52,,2.94,0,0,0,0,0,0,0,0,0,0,0,8,32,50,75,110,148,181,227,570,619,657,691,746,775,832,878,925,999,1091,1168,1238,1354,1455,1593,1701,1773,1852,1934,2064,2245,2452,2580,2688,2835,2937,3077,3215,3349
"dennybritz/reinforcement-learning","Implementation of Reinforcement Learning Algorithms. Python, OpenAI Gym, Tensorflow. Exercises and Solutions to accompany Sutton's Book and David Silver's course.",false,1617.1,36.2,16134,891,5240,147,86,0,"",42,2,1189,4.36,10.8,7.98,4.86,5.5,5.65,7.02,7.81,7.73,9.58,,10.23,1976,2208,2465,2688,2901,3124,3373,3615,3871,4156,4457,4828,5168,5507,5813,6121,6394,6694,6991,7234,7915,8247,8541,8813,9127,9422,9719,10031,10249,10467,10681,11976,12333,12598,12871,13106,13302,13496,13705,13944,14216,14462,14696,14887,15079,15481,15711,15949,16122
"streamlit/streamlit","Streamlit — The fastest way to build data apps in Python",false,522.8,0.7,12795,244,1078,1488,1185,5,"python, machine-learning, data-science, deep-learning, data-visualization, streamlit, data-analysis, developer-tools",88,27,1011,3.71,11.58,7.92,22.29,19.71,16.34,13.83,14.88,17.51,,,24.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72,3188,5125,5831,6371,6769,7207,7645,8078,9256,10047,10482,10942,11501,11925,12266,12764
"OpenNMT/OpenNMT-tf","Neural machine translation and sequence learning using TensorFlow",false,1182.4,6.1,1202,65,342,352,426,80,"neural-machine-translation, tensorflow, python, opennmt, machine-translation, deep-learning, natural-language-processing",21,5,208,0.76,25.36,7.89,0.43,0.57,0.53,0.49,0.54,0.72,0.84,,1.02,0,0,0,0,0,0,0,0,0,0,110,151,174,195,226,265,295,332,364,401,425,459,488,542,586,607,640,678,708,741,766,795,823,876,910,924,938,955,987,1014,1038,1076,1102,1124,1140,1157,1173,1185,1202
"km1994/nlp_paper_study","研读顶会论文，复现论文相关代码",false,620.5,3.2,501,15,117,1,0,0,"bert, relation-extraction, entity-recognition, attention, gcn",1,1,116,0.43,33.93,7.88,4,3.21,2.04,4.45,2.58,1.33,,,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,4,8,10,11,11,13,14,15,24,36,42,89,384,433,497
"keras-team/keras","Deep Learning for humans",false,2132.8,0.8,50590,2101,18718,10404,3972,23,"deep-learning, tensorflow, neural-networks, machine-learning, data-science, python",884,33,2513,9.21,7.28,7.87,9.86,9.57,9.21,8.46,11.13,13.94,19.92,25.69,23.74,10593,11437,12776,13813,14714,15631,16666,17559,18359,19382,20562,21827,22941,24230,25803,27051,28113,29245,30244,31205,32109,33056,34024,35094,36021,36849,37881,39021,39941,40766,41569,42320,43055,43754,44358,45006,45472,45963,46473,47096,47645,48095,48530,48915,49465,49790,50020,50281,50562
"RasaHQ/rasa","💬   Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management, connect to Slack, Facebook, and more - Create chatbots and voice assistants",false,1566.3,0.9,10599,344,3279,4877,2944,77,"nlp, machine-learning, machine-learning-library, bot, bots, botkit, rasa, wit, nlu, conversational-bots, conversational-agents, conversational-ai, spacy, mitie, chatbot, chatbots, chatbots-framework, bot-framework, natural-language-processing, conversation-driven-development",405,76,880,3.23,12.17,7.82,7.43,6.57,6.61,7.41,7.23,8.51,8.58,,6.8,860,988,1111,1245,1387,1481,1589,1700,1829,1995,2128,2259,2390,2519,2691,2854,3073,3244,3400,3537,3706,3848,3977,4148,4320,4534,4727,4977,5240,5502,5792,6105,6464,6731,6964,7196,7478,7726,7920,8117,8351,8664,9264,9486,9713,9909,10156,10383,10586
"ddangelov/Top2Vec","Top2Vec learns jointly embedded topic, document and word vectors.",false,313.1,4.9,861,30,121,108,12,14,"topic-modeling, word-embeddings, document-embedding, topic-vector, topic-search, text-search, text-semantic-similarity, topic-modelling, semantic-search, bert, top2vec, sentence-transformers, sentence-encoder, pre-trained-language-models",2,1,165,0.6,28.09,7.81,1.43,1.86,2.01,2.2,4.24,,,,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,69,79,82,114,530,654,727,795,857
"albumentations-team/albumentations","Fast image augmentation library and easy to use wrapper around other libraries. Documentation:  https://albumentations.ai/docs/ Paper about library: https://www.mdpi.com/2078-2489/11/2/125",false,966.7,1.3,7137,122,927,376,448,8,"image-augmentation, machine-learning, augmentation, deep-learning, detection, fast-augmentations, segmentation, image-segmentation, image-processing, image-classification, python, object-detection",69,6,674,2.47,13.84,7.79,7.86,8.43,8.28,9.26,8.25,8.04,7.67,,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,310,355,511,1041,1295,1429,1526,1637,1993,2165,2276,2397,2642,2843,3167,3531,3819,4016,4193,4409,4640,4844,5132,5403,5622,5830,6073,6282,6533,6876,7129
"PetrochukM/PyTorch-NLP","Basic Utilities for PyTorch Natural Language Processing (NLP)",false,1067.6,0.9,1856,60,222,61,49,5,"pytorch, nlp, natural-language-processing, pytorch-nlp, torchnlp, data-loader, embeddings, word-vectors, python, deep-learning, dataset, metrics, neural-network, sru, machine-learning",15,2,274,1,21.64,7.78,0.71,0.5,0.49,0.67,0.62,0.82,1.01,,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,637,822,855,896,937,966,995,1029,1084,1116,1149,1185,1234,1267,1302,1340,1383,1412,1436,1481,1530,1556,1589,1611,1643,1680,1707,1741,1764,1780,1795,1814,1841,1856
"ddbourgin/numpy-ml","Machine learning, in numpy",false,661.9,29.9,9500,416,2701,31,28,0,"machine-learning, neural-networks, topic-modeling, gaussian-mixture-models, hidden-markov-models, gradient-boosting, bayesian-inference, wavenet, vae, resnet, lstm, wgan-gp, attention, reinforcement-learning, good-turing-smoothing, knn, mfcc, gaussian-processes, word2vec",7,1,812,2.98,12.53,7.76,6.86,12,9.4,6.32,4.4,4.04,,,14.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,5731,6363,6885,7050,7493,7692,8020,8108,8189,8388,8530,8618,8690,8756,8862,8916,8976,9206,9494
"castorini/anserini","A Lucene toolkit for replicable information retrieval research",false,1940.8,1,552,45,206,440,1032,0,"information-retrieval, lucene",111,47,121,0.44,32.13,7.71,0.43,0.29,0.33,0.33,0.53,0.74,0.65,0.3,0.28,16,16,17,20,21,22,24,26,28,29,31,32,32,33,35,36,37,40,45,53,55,58,65,68,76,111,119,138,148,168,178,185,195,216,236,257,282,298,323,373,411,433,455,478,502,522,535,541,552
"kmkurn/pytorch-crf","(Linear-chain) Conditional random field in PyTorch.",false,1159.6,17.8,615,10,111,56,19,5,"pytorch, neural-networks, conditional-random-fields",4,1,130,0.48,30.98,7.7,0.43,0.36,0.33,0.59,0.55,0.57,0.57,,0.53,0,0,0,0,0,0,0,0,0,0,0,6,14,22,33,88,98,106,118,132,137,148,160,181,198,220,244,263,275,292,307,330,345,359,377,399,406,420,431,451,477,490,512,528,545,559,581,602,614
"fastai/fastbook","The fastai book, published as Jupyter Notebooks",false,334,0.9,11449,442,3658,126,261,0,"notebooks, fastai, deep-learning, machine-learning, data-science, python, book",100,4,909,3.33,11.64,7.67,9.57,10,13.12,15,26.44,,,,34.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3954,4873,5876,6370,6598,8210,9300,10054,10616,11025,11424
"HarisIqbal88/PlotNeuralNet","Latex code for making neural networks diagrams",false,918.1,24.5,11886,192,1660,83,18,2,"latex, deep-neural-networks",11,1,930,3.41,11.47,7.65,63.43,61.43,68.71,27.7,16.98,12.52,15.76,,14.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,240,329,2979,4305,4972,5283,5627,5878,6097,6300,6506,6849,7091,7265,7426,7637,7915,8158,8503,8737,8889,9088,9307,9551,9746,11837
"asyml/texar-pytorch","Integrating the Best of TF into PyTorch, for Machine Learning, Natural Language Processing, and Text Generation.  This is part of the CASL project: http://casl-project.ai/",false,691.8,30.1,630,24,96,130,201,3,"machine-learning, natural-language-processing, pytorch, deep-learning, text-generation, python, machine-translation, dialog-systems, texar, bert, gpt-2, xlnet, roberta, text-data, data-processing, texar-pytorch, casl-project",28,26,131,0.48,30.47,7.64,,,0.16,0.22,0.21,0.35,,,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,140,309,337,357,393,466,482,500,513,527,540,560,580,589,596,601,608,614,624,629
"dmlc/xgboost","Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library,  for Python, R, Java, Scala, C++ and more. Runs on single machine, Hadoop, Spark, Dask, Flink and DataFlow",false,2547.1,0.9,20474,975,7883,3875,2767,32,"gbdt, gbrt, gbm, distributed-systems, xgboost, machine-learning",482,18,1329,4.87,9.51,7.61,9.14,7.5,5.85,5.98,6.32,7.1,8.56,10.05,8.18,5327,5631,6028,6389,6803,7269,7647,8018,8385,8768,9213,9589,10021,10328,10740,11192,11579,11966,12339,12694,13018,13335,13632,13960,14207,14454,14790,15273,15639,15977,16325,16624,16909,17190,17448,17678,17863,18129,18369,18625,18874,19093,19302,19497,19716,19910,20104,20278,20457
"VKCOM/YouTokenToMe","Unsupervised text tokenizer focused on computational efficiency",false,601.3,1,708,22,46,41,41,4,"natural-language-processing, word-segmentation, nlp, bpe, tokenization",13,10,141,0.52,29.19,7.61,0.14,0.07,0.2,0.43,0.4,0.64,,,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,313,347,376,395,443,474,501,527,578,598,624,634,643,654,669,688,702,708
"chatopera/Synonyms",":herb: 中文近义词：聊天机器人，智能问答工具包",false,1220.5,24.7,3438,167,722,102,15,24,"synonyms, nlp, chatbot",10,7,403,1.48,17.18,7.58,3.14,3.36,2.43,2.31,2.24,2.22,2.58,,2.83,0,0,0,0,0,0,0,0,0,51,92,128,496,659,738,800,927,1008,1090,1170,1269,1327,1396,1468,1546,1602,1764,1855,2028,2114,2203,2270,2331,2388,2471,2560,2621,2662,2745,2825,2895,2960,3025,3087,3159,3223,3289,3359,3435
"chiphuyen/machine-learning-systems-design","A booklet on machine learning systems design with exercises",false,429.8,23,5595,278,821,6,3,0,"",2,1,557,2.04,14.59,7.57,3.71,4.71,4.14,5.38,5.31,5.99,,,13.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036,3141,3383,3608,3761,3970,4196,4435,4602,4759,4896,5080,5306,5445,5571
"alibaba/EasyTransfer","EasyTransfer is designed to make the development of transfer learning in NLP applications easier.",false,147.7,21.5,507,21,99,23,10,2,"bert, nlp-applications, knowledge-distillation, transfer-learning",12,9,112,0.41,32.38,7.55,0.14,0.43,0.92,2.77,,,,,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,252,392,476,506
"google-research/multilingual-t5",,false,97.1,14,557,19,55,20,29,0,"",7,31,119,0.44,31.31,7.53,1.14,0.93,1.25,4.03,,,,,5.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,471,515,554
"dair-ai/ml-visuals","🎨 ML Visuals contains figures and templates which you can reuse and customize to improve your scientific writing.",false,255.2,18.3,3853,83,450,11,1,0,"machine-learning, deep-learning, natural-language-processing, artificial-intelligence, design",1,2,430,1.58,16.36,7.5,17.29,25.21,60.69,22.87,12.52,,,,15.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,1397,1544,1617,1674,1740,1850,1981,3829
"EthicalML/awesome-production-machine-learning","A curated list of awesome open source libraries to deploy, monitor, version and scale your machine learning",false,896.2,5,7722,363,998,25,148,0,"machine-learning, mlops, interpretability, explainability, responsible-ai, deep-learning, machine-learning-operations, ml-ops, ml-operations, privacy-preserving, privacy-preserving-ml, privacy-preserving-machine-learning, data-mining, large-scale-ml, production-ml, large-scale-machine-learning, production-machine-learning, awesome, awesome-list",92,1,680,2.49,12.91,7.46,16.57,12.14,11.7,10.49,16.66,14.18,10.3,,8.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,41,80,113,175,304,377,466,587,671,1270,1706,1915,2093,2254,2406,2519,2774,2997,3259,3443,3619,4654,5754,6483,6738,7048,7338,7695
"dreamquark-ai/tabnet","PyTorch implementation of TabNet paper : https://arxiv.org/pdf/1908.07442.pdf",false,468.3,1.5,755,29,143,120,147,14,"pytorch, deep-neural-networks, machine-learning-library, tabular-data, research-paper, pytorch-tabnet, tabnet",39,26,144,0.53,27.95,7.44,1.57,2.5,2.04,2.98,2.41,1.96,,,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,28,34,57,71,83,105,267,309,346,407,478,591,687,750
"williamleif/GraphSAGE","Representation learning on large graphs using stochastic graph convolutions.",false,1339.2,2.5,2127,71,615,135,21,0,"",6,2,286,1.05,19.71,7.41,1.86,2.79,2.6,2.54,2.14,2.04,2.13,,1.59,0,0,0,0,0,39,49,55,67,77,95,112,127,148,169,199,231,265,309,345,376,424,459,514,568,627,707,768,827,882,961,1039,1100,1167,1245,1313,1380,1440,1501,1572,1629,1688,1733,1786,1839,1892,1970,2044,2125
"chenyuntc/pytorch-book","PyTorch tutorials and fun projects including neural talk, neural style, poem writing, anime generation (《深度学习框架PyTorch：入门与实战》)",false,1344.5,36.5,8461,269,3109,208,17,1,"pytorch, pytorch-tutorials, pytorch-tutorials-cn, deep-learning, neural-style, charrnn, gan, caption, neuraltalk, image-classification, visdom, tensorboard, nn, tensor, autograd, jupyter-notebook",5,2,716,2.62,12.4,7.39,4.14,3.64,3.78,4.83,4.87,5.5,7.15,,7.52,0,0,0,0,0,0,0,0,0,0,0,0,333,500,710,930,1252,1448,1654,1854,2083,2378,2614,2971,3240,3427,3781,4136,4426,4691,5005,5295,5503,5696,5944,6224,6450,6631,6835,7049,7216,7375,7566,7733,7876,8014,8197,8340,8457
"optuna/optuna","A hyperparameter optimization framework",false,1071.6,0.7,3979,135,450,626,1648,34,"python, machine-learning, parallel, distributed, hyperparameter-optimization",104,15,433,1.59,15.95,7.39,8,7,6.38,6.03,6.77,5.84,4.78,,3.71,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,5,6,6,7,7,8,403,479,582,650,695,744,827,909,1083,1166,1230,1353,1450,1834,1975,2082,2216,2399,2574,2730,3000,3207,3416,3603,3772,3966
"GaoQ1/rasa_chatbot_cn","building a chinese dialogue system based on the newest version of rasa(基于最新版本rasa搭建的对话系统)",false,895.6,33.4,698,32,235,90,4,0,"python, rasa-nlu, rasa-core, intent-classification, slot-filling, rasa-nlu-gao, bert, tensorflow, transformer, policy, rasa, chinese, rasa-chatbot, train-dialogue, demo, rasa-x",2,1,135,0.49,28.35,7.35,0.71,0.71,0.72,0.56,0.64,0.64,0.88,,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,12,35,57,82,110,145,171,219,282,326,355,383,414,443,466,478,503,524,542,558,582,601,629,646,659,675,701
"floodsung/Deep-Learning-Papers-Reading-Roadmap","Deep Learning papers reading roadmap for anyone who are eager to learn this amazing tech!",false,1566.3,3.3,29168,2184,6412,46,82,0,"deep-learning",27,1,1612,5.91,8.1,7.29,8.71,8.21,7.86,8.56,8.93,11.8,11.68,,18.65,8532,8970,9834,10412,10879,11379,11967,12336,12831,13219,13815,14255,14756,15136,15585,16040,16518,16901,17413,17955,18386,18955,19357,19767,20619,20948,21387,21751,22155,22532,22851,23137,23431,23706,23936,24394,24839,25084,25362,25597,25874,26118,27519,27926,28170,28367,28669,28909,29148
"jacobeisenstein/gt-nlp-class","Course materials for Georgia Tech CS 4650 and 7650, ""Natural Language""",false,2890,1.9,4334,329,987,25,23,0,"",8,2,452,1.66,15.28,7.29,1.29,1.21,1.15,0.81,1.01,1.24,2.32,2.35,1.6,84,100,106,115,138,143,149,162,171,176,183,188,197,216,225,234,243,2015,2112,2174,2240,2334,2387,2429,2637,2842,2933,2985,3048,3095,3132,3166,3207,3639,3726,3827,3878,3934,3978,4027,4075,4115,4147,4176,4230,4258,4284,4297,4332
"microsoft/recommenders","Best Practices on Recommendation Systems",false,861.4,0.8,9061,244,1578,536,753,6,"machine-learning, recommender, ranking, deep-learning, python, jupyter-notebook, recommendation-algorithm, rating, operationalization, kubernetes, azure, microsoft, recommendation-system, recommendation-engine, recommendation, data-science, tutorial, artificial-intelligence",10000,19466,734,2.69,11.87,7.24,9.71,7.14,6.41,6.55,7.03,6.37,11.23,,10.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,30,846,1792,2572,2888,3288,3512,4188,4479,5930,6151,6366,6556,6717,6830,6940,7111,7301,7500,7758,8041,8250,8444,8677,8847,9043
"ruotianluo/self-critical.pytorch","Unofficial pytorch implementation for Self-critical Sequence Training for Image Captioning. and others.",false,1363.6,17.9,698,23,246,232,6,8,"image-captioning",7,1,133,0.49,27.93,7.24,0.71,0.57,0.49,0.47,0.5,0.52,0.54,,0.51,0,0,0,0,12,17,20,28,36,75,92,110,121,127,144,156,173,186,205,221,237,249,266,281,302,315,334,355,378,400,417,428,442,455,471,490,507,521,539,559,579,591,606,623,636,654,672,682,698
"aymericdamien/TensorFlow-Examples","TensorFlow Tutorial and Examples for Beginners (support TF v1 & v2)",false,1904.2,29,39744,2136,14763,221,158,0,"tensorflow, tutorial, examples, deep-learning, python, machine-learning",65,1,1957,7.17,7.22,7.2,7.29,8.71,8.78,9.35,10.42,12.32,16.96,21.36,20.9,7671,8274,9102,9906,10502,11114,11785,12340,14699,16190,16957,17758,18392,18955,19721,20566,21215,21849,22479,23179,23845,24610,25395,26363,27349,28117,28999,29799,30529,31106,31809,32469,33271,33918,34451,34883,35235,35545,35951,36380,36760,37461,37829,38172,38560,38877,39192,39463,39732
"microsoft/LightGBM","A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision tree algorithms, used for ranking, classification and many other machine learning tasks.",false,1636.6,0.8,12108,449,3188,2072,1788,19,"gbdt, gbm, machine-learning, data-mining, distributed, lightgbm, gbrt, microsoft, decision-trees, gradient-boosting, python, r, parallel, kaggle",205,16,885,3.24,10.71,7.19,7.14,5.79,5.33,5.11,4.97,5.26,6.43,,7.73,2214,2351,2505,2653,2828,3043,3236,3408,3557,3757,3979,4229,4438,4602,4823,5085,5332,5623,5867,6070,6331,6707,6988,7245,7410,7596,7863,8141,8483,8729,8957,9170,9379,9575,9792,10011,10182,10345,10520,10693,10892,11049,11195,11333,11500,11636,11788,11940,12103
"lancopku/pkuseg-python","pkuseg多领域中文分词工具; The pkuseg toolkit for multi-domain Chinese word segmentation",false,906.5,17.2,5253,205,840,133,9,2,"chinese-word-segmentation",6,5,507,1.86,14.14,7.19,1.86,2.07,2.07,1.92,1.87,2.19,3.58,,5.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,25,41,86,2629,2918,3140,3304,3435,3549,3650,3734,3838,4144,4258,4365,4448,4517,4601,4676,4766,4838,4905,4967,5025,5070,5115,5183,5247
"dmlc/gluon-nlp","NLP made easy",false,1028.9,1.3,2210,105,504,502,984,15,"mxnet, gluonnlp, nlp, gluon, deep-learning, machine-learning, natural-language-processing, numpy, nlu, natural-language-understanding, nlg, natural-language-generation, natural-language-inference",85,51,284,1.04,18.83,7.17,0.14,0.21,0.53,0.73,0.82,0.91,1.39,,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,588,681,742,852,920,973,1037,1130,1194,1254,1365,1438,1488,1546,1614,1659,1715,1747,1796,1828,1878,1914,1941,1965,1996,2023,2058,2081,2114,2141,2173,2192,2209
"scutan90/DeepLearning-500-questions","深度学习500问，以问答形式对常用的概率知识、线性代数、机器学习、深度学习、计算机视觉等热点问题进行阐述，以帮助自己及有需要的读者。 全书分为18个章节，50余万字。由于水平有限，书中不妥之处恳请广大读者批评指正。   未完待续............ 如有意合作，联系scutjy2015@163.com                     版权所有，违权必究       Tan 2018.06",false,945.5,23.5,42541,2294,13362,169,328,0,"",104,1,2022,7.41,6.97,7.11,72.14,42.64,25.35,17.29,16.47,19.04,36.87,,45.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,142,175,2924,12651,14754,15515,16102,20168,23547,24733,25578,30400,31728,32501,33652,34298,34992,35480,35902,36413,36929,37407,37787,39425,40124,40516,40853,41271,41660,42432
