"fullName","description","isFork","createdAgo","pushedAgo","stars","watchers","forks","issues","pullRequests","releases","topics","mentionable","assignable","usersStars","leftShare","rightShare","relevance","T1W","T2W","T1M","T3M","T6M","T1Y","T2Y","T5Y","TI","T-48","T-47","T-46","T-45","T-44","T-43","T-42","T-41","T-40","T-39","T-38","T-37","T-36","T-35","T-34","T-33","T-32","T-31","T-30","T-29","T-28","T-27","T-26","T-25","T-24","T-23","T-22","T-21","T-20","T-19","T-18","T-17","T-16","T-15","T-14","T-13","T-12","T-11","T-10","T-9","T-8","T-7","T-6","T-5","T-4","T-3","T-2","T-1","T0"
"torvalds/linux","Linux kernel source tree",false,3439,0.1,104650,7653,35599,0,761,0,"",9997,1,1835,7.63,3.74,4.74,54.71,59.14,56.91,54.87,57.02,55.84,52.56,42.8,30.42,38056,39086,40239,41316,42270,43170,44242,45215,46668,48003,49116,50109,51489,52536,53791,54985,56038,57313,58380,59572,61225,62442,63630,64758,66173,67486,69567,71754,73287,74522,76153,77481,78741,80008,81498,82801,84158,85629,87244,88909,90443,92087,94134,95863,97741,99532,101096,102808,104540
"fatedier/frp","A fast reverse proxy to help you expose a local server behind a NAT or firewall to the internet.",false,1870.3,6.5,42864,1481,8090,1783,445,60,"proxy, reverse-proxy, tunnel, nat, go, firewall, frp, expose, http-proxy",62,4,1006,4.18,5,4.71,31.57,33.57,30.67,30.12,29.13,30.26,32.96,23.45,23.1,3255,3490,3757,3994,4542,5025,5481,5839,6354,6919,7590,8222,8956,9574,10378,11170,12001,12743,13423,14169,15002,15872,16828,17749,18733,19796,21002,22064,23219,24253,25332,26488,27401,28396,29737,30895,31753,32814,33918,34937,35872,36713,37481,38267,39244,40049,40908,41864,42799
"CachetHQ/Cachet","📛 An open source status page system for everyone.",false,2270,1.1,11813,294,1362,2241,1950,54,"php, cachet, laravel, web-application, composer, statuspage, vuejs",180,8,426,1.77,7.69,4.71,2.57,2.57,3.06,3.1,3.1,3.54,3.93,4.59,5.21,5381,5592,5774,5925,6067,6216,6373,6498,6644,6797,6952,7088,7243,7375,7551,7704,7836,8021,8196,8321,8441,8533,8661,8760,8943,9092,9233,9372,9542,9703,9853,9965,10075,10188,10316,10419,10520,10639,10775,10921,11046,11146,11245,11368,11452,11527,11625,11718,11811
"influxdata/telegraf","The plugin-driven server agent for collecting & reporting metrics.",false,2134.2,0,9724,338,4077,4817,3925,108,"telegraf, monitoring, time-series",831,29,373,1.55,8.18,4.7,5.14,5.79,4.8,4.64,4.59,4.86,5.07,4.87,4.73,2196,2350,2538,2682,2843,2998,3151,3290,3441,3629,3811,3988,4171,4327,4483,4612,4777,4920,5082,5212,5391,5573,5727,5855,6011,6139,6306,6442,6627,6805,6961,7119,7274,7435,7579,7792,7940,8074,8219,8393,8568,8705,8876,9007,9182,9291,9437,9568,9714
"napalm-automation/napalm","Network Automation and Programmability Abstraction Layer with Multivendor support",false,2143.3,4.7,1618,171,466,476,892,31,"",138,7,113,0.47,14.89,4.7,1.14,1.29,1.05,0.73,0.56,0.67,0.72,0.79,0.75,434,457,479,515,532,553,595,623,657,689,718,737,767,804,829,862,890,910,934,960,985,1011,1044,1054,1092,1127,1152,1176,1204,1224,1257,1276,1293,1320,1340,1354,1373,1389,1416,1443,1473,1494,1514,1526,1539,1550,1569,1585,1618
"ytdl-org/youtube-dl","Command-line program to download videos from YouTube.com and other video sites",false,3747.3,0.2,89471,2190,3943,22596,4243,325,"",768,7,1621,6.74,3.86,4.65,75.71,100,105.73,192.88,113.96,80.9,60.53,41.86,23.85,21877,22668,23464,24217,24908,25571,26356,27165,28125,29022,29948,30884,31852,32750,33844,34790,35720,36648,38629,39505,40644,41767,42761,43813,45153,46204,47236,48413,49622,50698,52259,53510,54713,55924,57043,58385,59814,61167,62534,64504,65915,67265,68546,69680,70931,71743,83074,86128,89345
"Sonarr/Sonarr","Smart PVR for newsgroup and bittorrent users.",false,3416.7,1.2,6102,262,895,3556,730,0,"",142,7,267,1.11,9.33,4.59,2.86,3.5,3.81,3.56,3.25,3.33,3.11,2.76,1.79,1902,2024,2105,2189,2261,2316,2397,2491,2551,2660,2730,2801,2890,2970,3051,3144,3233,3313,3362,3427,3491,3573,3654,3734,3827,3923,4022,4134,4215,4291,4354,4438,4511,4578,4680,4778,4883,4974,5081,5223,5345,5428,5505,5567,5675,5773,5886,5981,6098
"certbot/certbot","Certbot is EFF's tool to obtain certs from Let's Encrypt and (optionally) auto-enable HTTPS on your server.  It can also act as a client for any other CA that uses the ACME protocol.",false,2274.8,0,27645,841,3046,4700,3908,15,"acme, acme-client, certbot, certificate, letsencrypt, python",428,34,728,3.03,5.61,4.57,4,4.36,4.01,4.58,4.36,5,5.53,9.23,12.19,16488,16832,17147,17415,17698,17981,18249,18515,18779,19045,19364,19641,20003,20417,20889,21224,21509,21791,22071,22365,22624,22845,23068,23303,23601,23841,24156,24396,24598,24774,24934,25093,25243,25387,25512,25677,25809,25989,26161,26354,26529,26675,26840,26974,27104,27217,27365,27513,27636
"Jackett/Jackett","API Support for your favorite torrent trackers",false,1923.2,0.4,5258,156,737,8826,2154,1324,"torrent, torznab, newznab, rss, rss-proxy, sickrage, couchpotato, sonarr, indexer, radarr, medusa, lidarr, duckietv, api, jackett, trackers, proxy, middleware, readarr",335,10,240,1,9.73,4.55,5.29,5.14,4.83,4.43,4.05,4.31,4.13,2.83,2.73,408,468,519,572,652,706,769,828,907,968,1048,1116,1199,1270,1370,1438,1519,1586,1658,1743,1828,1926,2010,2118,2234,2352,2467,2612,2728,2841,2968,3067,3150,3287,3423,3558,3675,3785,3904,4148,4268,4395,4508,4613,4718,4844,4986,5100,5248
"afaqurk/linux-dash","A beautiful web dashboard for Linux",false,2666.3,19.6,9441,362,1187,268,232,4,"linux, dashboard, monitoring, server, web, ui, linux-dash",90,2,352,1.46,7.95,4.52,0.86,1.14,1.15,1.12,1.14,1.23,1.34,1.73,3.54,7061,7098,7151,7202,7281,7341,7403,7452,7497,7559,7623,7689,7752,7812,7885,7970,8035,8093,8155,8212,8268,8319,8361,8409,8457,8506,8566,8611,8651,8694,8742,8791,8837,8882,8916,8949,8984,9018,9069,9116,9153,9185,9226,9262,9301,9332,9367,9399,9435
"donnemartin/system-design-primer","Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashcards.",false,1437.2,0.2,120161,5569,21830,145,328,0,"programming, development, design, design-system, system, design-patterns, web, web-application, webapp, python, interview, interview-questions, interview-practice",107,1,1914,7.96,3.4,4.51,85.71,91.64,109.05,107.06,98.12,108.76,90.09,,84.14,0,0,13492,15300,16008,16670,17297,17819,18653,19348,19991,20503,21340,22451,23547,24435,25152,25844,37319,43290,47472,49177,50745,52118,54172,56331,58690,60397,62052,66418,68161,70239,72211,73880,75647,77742,80240,82587,85698,91739,96691,99311,102031,104610,107595,110168,113344,116619,119937
"restic/restic","Fast, secure, efficient backup program",false,2473.3,0.1,11811,226,825,1807,1446,29,"go, restic, backup, deduplication, dedupe, secure-by-default",253,10,408,1.7,7.36,4.51,8.43,8.79,9.34,7.7,6.99,7.41,8.19,6.23,5.22,1085,1266,1327,1399,1534,1908,2051,2295,2493,2738,2971,3199,3365,3575,3794,4052,4308,4489,4647,4900,5055,5269,5433,5601,5822,6008,6253,6473,6680,7051,7283,7471,7638,8310,8690,8913,9098,9385,9624,9903,10126,10334,10527,10702,10938,11100,11336,11518,11803
"dani-garcia/bitwarden_rs","Unofficial Bitwarden compatible server written in Rust",false,1081,2,6161,118,390,922,386,32,"rust, bitwarden, rocket, docker",67,2,263,1.09,9.1,4.49,11.57,12.5,11.24,9.78,9.77,9.35,7.61,,5.67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,32,136,178,233,274,366,427,567,690,802,918,1038,1168,1286,1431,1610,1919,2117,2405,2707,2955,3272,3591,3830,4056,4339,4709,4976,5230,5498,5779,6123
"fail2ban/fail2ban","Daemon to ban hosts that cause multiple authentication errors",false,3415.2,1.3,5799,242,921,1763,1161,26,"linux, macos, security, intrusion-prevention, fail2ban, bsd, gplv2, python, ban-hosts, intrusion-detection, ids, ips, anti-bot, attack-prevention, hids, security-tools, loganalyzer, monitoring, ban-management",192,16,252,1.05,9.26,4.48,2.43,2.64,3.88,3.47,3.42,3.32,2.95,2.52,1.7,1813,1908,1998,2072,2135,2194,2262,2341,2408,2499,2593,2664,2742,2819,2915,2980,3074,3140,3199,3281,3345,3410,3487,3554,3643,3732,3808,3888,3963,4037,4118,4183,4238,4305,4410,4483,4584,4702,4805,4910,5006,5090,5170,5249,5362,5476,5571,5675,5795
"minio/minio","High Performance, Kubernetes Native Object Storage",false,2211.1,0.1,25912,567,2800,4788,6483,221,"go, storage, cloud, s3, objectstorage, cloudstorage, amazon-s3, cloudnative",284,38,683,2.84,5.62,4.48,15,31.29,21.01,16.92,16.26,16.82,16.1,13.9,11.74,4995,5428,5928,6278,6596,6914,7274,7711,8101,8459,8804,9137,9497,9822,10301,10705,11130,11483,11846,12238,12610,12920,13320,13655,14122,14494,14919,15475,15985,16438,17002,17453,17873,18342,18754,19282,19736,20177,20689,21263,21888,22402,22908,23465,23919,24332,24776,25237,25877
"cockpit-project/cockpit","There's code a goin' on",false,2650.2,0.1,5522,181,715,4300,10913,266,"cockpit, javascript, linux-servers",143,18,243,1.01,9.38,4.46,2.86,2.86,3.29,2.76,2.53,2.72,2.68,2.31,2.09,1789,1838,1886,1942,2022,2069,2129,2174,2225,2258,2294,2335,2377,2903,2992,3060,3116,3158,3208,3267,3316,3360,3426,3469,3557,3624,3745,3868,3952,4005,4059,4120,4186,4304,4378,4449,4525,4598,4685,4797,4906,4981,5057,5126,5203,5266,5330,5417,5519
"AdguardTeam/AdGuardHome","Network-wide ads & trackers blocking DNS server",false,1672.5,0.2,6514,186,694,2436,187,45,"dns, adblock, privacy, golang, adguard, open-source, dns-over-https, dns-over-tls, dns-over-quic, dnscrypt",106,60,271,1.13,8.87,4.46,8.43,11.21,11.18,11.81,10.35,10.05,7.66,,3.9,27,29,30,35,38,43,44,44,52,66,76,81,93,100,113,128,134,143,149,156,168,612,727,825,900,1094,1189,1289,1392,1536,1648,1829,1977,2149,2371,2639,2822,3026,3365,3661,4020,4294,4602,4901,5128,5411,5799,6150,6491
"bcicen/ctop","Top-like interface for container metrics",false,1498.8,28.2,11025,160,426,173,81,14,"docker, containers, monitoring, command-line, commandline, top, runc",33,2,385,1.6,7.44,4.46,3.86,3.79,3.32,3.77,4.38,4.71,4.39,,7.4,2,3,4935,5154,5295,5414,5591,5737,5851,5952,6050,6158,6267,6411,6601,6717,6809,6917,7057,7170,7283,7373,7479,7620,7815,7946,8076,8216,8346,8481,8659,8755,8861,8964,9071,9199,9304,9424,9575,9748,9910,10092,10223,10337,10468,10678,10815,10921,11023
"brendangregg/perf-tools","Performance analysis tools based on Linux perf_events (aka perf) and ftrace",false,2399.1,21.3,7232,583,1257,47,55,1,"",15,1,287,1.19,8.46,4.4,4.86,3.64,3.12,2.87,3.06,2.9,3.09,2.86,3.01,2870,2948,3049,3122,3229,3286,3366,3426,3543,3612,3688,3776,3875,3949,4036,4148,4218,4282,4380,4469,4536,4605,4699,4851,4971,5059,5193,5295,5393,5483,5605,5707,5787,5884,5998,6093,6168,6235,6309,6402,6499,6586,6668,6776,6853,6964,7036,7130,7227
"openzfs/zfs","OpenZFS on Linux and FreeBSD",false,4068.1,0.1,6707,473,1270,6367,5041,62,"openzfs, system-software, file-system",421,30,272,1.13,8.65,4.39,2.43,2.93,3.29,8.59,5.66,4.44,4.03,2.84,1.65,2096,2143,2213,2262,2318,2375,2450,2563,2625,2689,2734,2791,2846,2936,2994,3115,3174,3227,3267,3318,3393,3440,3507,3610,3764,3843,3977,4067,4271,4380,4480,4570,4690,4795,4868,4952,5086,5200,5270,5392,5516,5600,5672,5751,5837,5922,6278,6606,6707
"BookStackApp/BookStack","A platform to create documentation/wiki content built with PHP & Laravel",false,1984.5,0.2,6102,165,937,2070,431,99,"bookstack, laravel, php, wiki, selfhosted, documentation",115,3,254,1.06,8.87,4.36,8.71,6.57,6.12,5.79,5.82,5.93,5.34,3.3,3.07,414,473,517,558,595,638,680,716,770,831,869,978,1037,1131,1243,1310,1390,1470,1541,1610,1685,1840,1972,2067,2190,2310,2440,2565,2671,2810,2969,3121,3259,3433,3574,3742,3922,4134,4322,4518,4702,4844,5025,5203,5374,5560,5720,5901,6089
"saltstack/salt","Software to automate the management and configuration of any infrastructure or application at scale. Get access to the Salt software package repository here: ",false,3635.1,0.1,11502,574,5012,23187,36197,153,"python, configuration-management, remote-execution, infrastructure-management, zeromq, event-stream, event-management, cloud-providers, cloud-management, cloud-provisioning, infrasructure, infrastructure-automation, infrastructure-as-code, infrastructure-as-a-code, iot, edge, cloud",2320,75,387,1.61,7.17,4.36,2,2.36,2.14,2.29,2.38,2.98,3.05,3.22,3.16,6802,6917,7041,7157,7256,7347,7444,7572,7681,7778,7887,7975,8081,8194,8299,8380,8493,8579,8701,8797,8893,8982,9079,9168,9275,9385,9477,9571,9686,9789,9879,10006,10081,10156,10248,10339,10412,10514,10582,10673,10921,10996,11064,11133,11214,11288,11375,11433,11498
"go-gitea/gitea","Git with a cup of tea, painless self-hosted git service",false,1554.8,0.1,23385,482,2843,6801,7586,104,"gitea, golang, devops, git, gitlab, github, go, gogs, hacktoberfest",860,41,619,2.57,5.64,4.34,15.43,15.57,15.81,17.87,15.8,15.68,16.04,,15.04,1870,2152,2365,2536,2702,2885,3049,3231,3431,3739,4043,4291,4656,4966,5267,5559,6644,8390,8795,9252,9626,10073,10536,11026,11648,12134,12622,13253,13721,14121,14724,15222,15723,16254,16819,17242,17635,18234,18725,19208,19631,20099,20474,20844,21219,21727,22156,22877,23358
"StackStorm/st2","StackStorm (aka ""IFTTT for Ops"") is event-driven automation for auto-remediation, security responses, troubleshooting, deployments, and more. Includes rules engine, workflow, 160 integration packs with 6000+ actions (see https://exchange.stackstorm.org) and ChatOps. Installer at https://docs.stackstorm.com/install/index.html. Questions? https://forum.stackstorm.com/.",false,2477.9,0.1,4171,167,548,1307,3827,63,"python, stackstorm, devops, deployment, cicd, automation, auto-remediation, st2, workflows, chatops, ifttt",120,21,196,0.81,10.02,4.34,1.29,1.57,1.84,1.7,1.58,1.57,1.68,1.67,1.83,1684,1749,1807,1853,1923,1975,2037,2103,2157,2208,2267,2332,2399,2429,2481,2513,2565,2607,2657,2689,2729,2775,2835,2890,2942,2992,3067,3119,3168,3240,3289,3354,3404,3461,3517,3552,3599,3647,3691,3730,3788,3839,3882,3917,3959,4016,4058,4115,4172
"koalaman/shellcheck","ShellCheck, a static analysis tool for shell scripts",false,2999.8,5.9,22896,405,1172,1840,284,25,"haskell, shell, static-analysis, bash, linter, developer-tools",111,1,608,2.53,5.66,4.33,9.86,10.64,10.59,12.18,12.12,14.07,13.31,10.96,7.63,5445,5657,6321,6765,7436,7667,7977,8264,8508,8768,9023,9275,9560,9856,10085,10334,10866,11148,11454,11764,11990,12264,12601,12840,13159,13457,13791,14115,14760,15199,15522,15905,16323,16635,16978,17305,17737,18608,18994,19450,19959,20315,20661,21037,21361,21762,22145,22551,22875
"containrrr/watchtower","A process for automating Docker container base image updates. ",false,2031,1.9,7373,108,436,445,271,28,"docker, automation, receive-notifications, watchtower, registry, notifications, update-checker, hacktoberfest, devops, continuous-delivery",84,8,286,1.19,8.27,4.33,6.86,7.71,7.96,7.5,6.59,6.65,5.87,3.93,3.66,591,636,686,751,918,987,1058,1114,1195,1247,1328,1417,1526,1617,1741,1852,1967,2193,2340,2435,2547,2698,2829,2955,3077,3254,3408,3558,3694,3861,4021,4183,4322,4452,4591,4777,4930,5115,5308,5563,5778,5963,6157,6331,6498,6675,6925,7117,7359
"open-guides/og-aws","📙 Amazon Web Services — a practical guide",false,1665.2,8,28427,1211,2898,206,559,0,"",208,17,702,2.92,5.26,4.32,7.14,9,9.34,10.79,8.41,8.53,7.98,,17.1,15013,15375,15648,15912,16155,16426,16760,16982,17209,17418,17877,18042,18322,18614,18795,19031,19214,19377,19674,21373,21610,21847,22100,22278,22581,22871,23164,23384,23621,23833,24062,24284,24551,24782,24981,25142,25294,25477,25637,25845,26138,26540,26873,27088,27244,27423,27581,28124,28409
"dylanaraps/pure-bash-bible","📖 A collection of pure bash alternatives to external processes.",false,965.8,28,26438,706,2343,54,52,0,"bash, shell, script, guide, list, bible, book, reference, handbook, learning, how-to, shell-scripts",22,2,659,2.74,5.31,4.26,11.29,11.57,14.17,9.88,8.44,8.17,22.29,,27.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6333,7370,9025,9317,9568,9698,9859,10149,10357,10543,10690,10790,12517,12899,13668,21234,22528,22859,23214,23438,23647,23824,24114,24312,24498,24880,25025,25174,25517,25692,25989,26420
"rancher/rancher","Complete container management platform",false,2279,0,16093,652,2015,24882,6018,661,"rancher, docker, kubernetes, orchestration, cattle, containers",166,185,472,1.96,6.25,4.25,5.86,5.86,6.44,6.17,7.73,7.4,7.99,7.46,7.07,4776,5012,5341,5566,5709,5888,6069,6285,6515,6718,6889,7060,7281,7460,7684,8002,8304,8621,8865,9076,9270,9485,9777,10018,10242,10495,10825,11106,11348,11608,11852,12113,12366,12731,12954,13197,13374,13546,13773,14002,14227,14446,14666,14993,15181,15513,15685,15880,16078
"Flood-UI/flood","A web UI for rTorrent, qBittorrent and Transmission with a Node.js backend and React frontend. Migrate to v4: https://github.com/jesec/flood/wiki/Migrate-from-older-versions-of-Flood. ",false,2126.9,1.7,1744,76,196,491,392,1,"react, nodejs, rtorrent, qbittorrent, transmission, webui",51,5,107,0.44,13.08,4.24,0.14,0.14,0.26,0.48,0.53,0.6,0.65,0.95,0.93,259,301,356,462,515,556,602,652,697,751,792,821,855,907,952,999,1047,1074,1107,1132,1156,1203,1222,1241,1268,1293,1308,1322,1347,1360,1377,1397,1416,1437,1457,1480,1524,1556,1573,1593,1612,1624,1645,1660,1682,1697,1714,1733,1743
"alexanderzobnin/grafana-zabbix","Zabbix plugin for Grafana dashboard",false,2100.5,5.5,1575,146,375,1044,105,38,"zabbix, grafana, monitoring",30,1,100,0.42,13.54,4.24,0.57,0.79,0.72,0.53,0.52,0.53,0.55,0.68,0.75,673,699,729,758,777,796,822,842,867,885,902,923,941,960,982,998,1014,1040,1056,1076,1092,1114,1134,1151,1172,1198,1218,1237,1252,1264,1280,1299,1315,1334,1355,1368,1378,1388,1405,1423,1449,1461,1477,1492,1515,1524,1539,1550,1574
"pavel-odintsov/fastnetmon","FastNetMon - very fast DDoS sensor with sFlow/Netflow/IPFIX/SPAN support",false,2664.5,6.1,2740,198,496,743,166,11,"fastnetmon, ddos, sflow, netflow, netmap, ipfix, pcap, dos, juniper, extreme, cisco, mikrotik, analyzer, ddos-mitigation, ddos-sensor, ddos-monitor, ddos-reporter, ddos-detector, netflow-collector, arista",38,1,144,0.6,11.2,4.22,0.71,1.5,1.05,0.82,0.77,0.78,0.66,1.13,1.07,1636,1670,1710,1731,1747,1779,1896,1921,1942,1959,1992,2010,2044,2062,2084,2104,2121,2135,2147,2171,2191,2206,2223,2246,2260,2276,2291,2311,2335,2348,2358,2371,2388,2406,2422,2443,2455,2465,2484,2503,2528,2571,2599,2624,2646,2665,2684,2708,2741
"gogs/gogs","Gogs is a painless self-hosted Git service",false,2547.8,4.2,36357,1071,4237,4684,1687,60,"gogs, go, git, lsif-enabled",449,1,806,3.35,4.73,4.21,10.29,10.14,8.58,8.35,8.42,10.3,11.35,14.51,14.27,16177,16666,17160,17613,18016,18492,18951,19357,19751,20180,20680,21168,21684,22156,22712,23262,23934,24756,25227,25664,26159,26548,27084,27610,28052,28405,28826,29228,29595,29934,30380,30775,31088,31429,31942,32301,32580,33036,33377,33724,34192,34523,34802,35066,35315,35577,35822,36079,36341
"trimstray/the-book-of-secret-knowledge","A collection of inspiring lists, manuals, cheatsheets, blogs, hacks, one-liners, cli/web tools and more.",false,955.5,7.3,35900,1329,3861,44,139,0,"awesome, awesome-list, lists, manuals, resources, howtos, hacks, search-engines, one-liners, cheatsheets, guidelines, sysops, devops, pentesters, security-researchers, linux, bsd, security, hacking",79,1,798,3.32,4.74,4.21,14.29,13.86,12.23,20.07,16.42,17.94,32.59,,37.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,354,466,559,616,670,9101,12082,16827,18213,19055,19704,20467,20857,21711,22652,23090,24001,24477,29327,30673,31237,31703,32129,32514,32879,33289,33678,34044,35103,35503,35876
"caddyserver/caddy","Fast, multi-platform web server with automatic HTTPS",false,2212.1,0.9,31758,750,2605,2527,1409,81,"go, web-server, caddyfile, http, http-server, reverse-proxy, https, tls, automatic-https, privacy, security",90,28,736,3.06,4.94,4.21,13.71,13.86,12.23,12.62,13.7,16.8,16.63,15.48,14.36,9119,9601,10442,11184,11646,11949,12443,12861,13347,13755,14108,14425,14877,15294,15767,16167,16491,16818,17156,17484,17871,18221,18657,19092,19589,20043,20540,21006,21442,21873,22480,22863,23308,24152,24693,25184,25602,26047,26513,27029,28444,28847,29233,29612,30080,30580,30961,31361,31733
"trailofbits/algo","Set up a personal VPN in the cloud",false,1724.8,6.1,20053,420,1727,1369,559,2,"vpn-server, strongswan, ansible, vpn, ikev2, security, encryption, ipsec, vpn-client, ssh-tunnel, wireguard",203,60,540,2.24,5.74,4.2,7.43,7.14,6.81,6.85,6.95,9.47,11.69,,12.17,1139,1341,2679,3828,4254,4746,5125,5397,5568,5922,6197,6399,6631,6908,7447,8057,8418,8685,8894,9989,10288,10526,10799,11139,11503,11967,12364,12674,12989,13269,13621,13901,14224,15226,15686,16032,16579,17040,17519,17873,18150,18420,18765,18972,19184,19409,19618,19827,20035
"dehydrated-io/dehydrated","letsencrypt/acme client implemented as a shell-script – just add water",false,1886.8,0.7,4979,192,661,516,281,13,"certificate, signing, letsencrypt, acme, bash, zsh, shell",77,5,213,0.89,9.12,4.19,1.43,1.43,1.28,1.04,1.06,1.17,1.17,2.33,2.64,2455,2579,2694,2786,2864,2929,3024,3077,3140,3203,3258,3318,3391,3486,3602,3663,3734,3783,3833,3868,3927,3971,4018,4060,4121,4171,4217,4275,4305,4341,4372,4405,4436,4469,4491,4523,4550,4631,4667,4694,4726,4762,4784,4809,4841,4882,4905,4938,4979
"grafana/loki","Like Prometheus, but for logs.",false,1023.5,0.2,12186,256,1329,1427,1842,16,"loki, grafana, prometheus, logging, cloudnative, hacktoberfest",354,208,386,1.6,6.75,4.18,7.14,7.71,7.86,9.68,9.63,10.23,9.8,,15.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3954,5011,5353,5574,5789,6066,6294,6617,6896,7155,7464,7942,8199,8426,8613,8827,9164,9458,9862,10403,10683,10960,11278,11655,11923,12163
"aristocratos/bpytop","Linux/OSX/FreeBSD resource monitor",false,216.2,8.2,5311,146,189,197,47,0,"",23,1,221,0.92,8.87,4.17,19,14.43,12.26,17.69,,,,,29.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2268,2714,3674,4285,4915,5289
"trimstray/nginx-admins-handbook","How to improve NGINX performance, security, and other important things.",false,736.3,15,11965,345,928,8,12,0,"nginx, nginx-proxy, nginx-configuration, security, performance, http, https, ssllabs, notes, cheatsheet, reference, handbook, best-practices, hacks, snippets, tengine, openresty",12,1,380,1.58,6.77,4.17,2.29,2.07,2.04,2.33,3.27,3.18,16,,16.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,6927,7402,7682,8049,8236,8478,9414,9605,10416,10571,10705,10801,10876,11023,11110,11185,11251,11367,11453,11524,11750,11846,11901,11963
"GameServerManagers/LinuxGSM","The command-line tool for quick, simple deployment and management of Linux dedicated game servers.",false,2734.4,0.1,2580,137,570,2240,945,97,"shell, gaming, bash, linux, game, gameserver, game-server, game-servers, dedicated-game-servers, linuxgsm, multiplayer-game-server",142,7,136,0.57,11.24,4.15,1,1.21,1.32,1.18,1.09,1.25,1.17,1.13,0.95,903,936,978,1021,1063,1096,1125,1159,1186,1226,1253,1288,1325,1362,1393,1427,1467,1496,1530,1568,1606,1638,1659,1698,1724,1752,1798,1823,1867,1892,1921,1944,1965,2005,2037,2079,2121,2159,2207,2270,2303,2350,2380,2414,2439,2471,2500,2538,2579
"ansible-community/molecule","Molecule aids in the development and testing of Ansible roles",false,1903.9,4.3,3021,121,530,1265,1678,36,"python, ansible, testing, testing-framework, docker, testinfra, ansible-lint, molecule-driver, podman, cookiecutter-ansible, hacktoberfest, ansible-toolset",246,49,151,0.63,10.66,4.15,0.86,1.36,1.12,1.22,1.24,1.31,1.7,1.64,1.59,325,379,444,486,551,580,614,643,693,745,794,825,898,977,1050,1110,1159,1205,1278,1330,1422,1535,1604,1674,1781,1873,1955,2034,2110,2170,2227,2284,2343,2412,2467,2503,2541,2593,2625,2670,2711,2744,2795,2835,2869,2909,2955,2986,3022
"pfsense/pfsense","Main repository for pfSense",false,3554.1,0.1,2961,264,1132,0,4490,0,"pfsense, firewall, freebsd",330,10,149,0.62,10.73,4.15,3.14,3.29,2.33,2.09,1.81,1.69,1.4,1.23,0.83,1093,1162,1192,1230,1257,1284,1319,1359,1387,1429,1476,1512,1538,1571,1602,1625,1670,1702,1734,1772,1810,1840,1874,1907,1934,1961,1991,2023,2052,2092,2125,2152,2185,2220,2254,2296,2338,2381,2444,2495,2538,2583,2626,2669,2714,2765,2821,2886,2957
"Icinga/icinga2","The core of our monitoring platform with a powerful configuration language and REST API.",false,2715.2,0.4,1536,134,480,6520,2059,88,"icinga, monitoring, notification, cluster, metrics, elastic, graylog, influxdb, graphite, opentsdb, rest-api, tls, distributed-monitoring, performance",250,59,96,0.4,13.32,4.14,0.43,0.57,0.62,0.72,0.56,0.55,0.64,0.69,0.59,503,537,558,578,602,627,657,687,705,718,747,769,805,822,838,858,877,891,915,941,970,989,1019,1041,1063,1081,1102,1129,1146,1164,1195,1225,1240,1260,1283,1311,1333,1350,1366,1384,1399,1414,1431,1445,1455,1467,1479,1513,1533
"Kong/kong","🦍 The Cloud-Native API Gateway ",false,2268.9,0.1,28075,991,3681,3339,3440,100,"api-gateway, nginx, luajit, microservices, api-management, serverless, apis, iot, consul, docker, reverse-proxy, service-mesh, cloud-native, microservice, kong, devops, servicecontrol, kubernetes, kubernetes-ingress-controller, kubernetes-ingress",222,145,665,2.76,5.05,4.13,9.14,10,9.83,9.81,9.41,10.04,11.79,13.3,12.81,7907,8315,8800,9309,9799,10246,10749,11202,11660,12091,12547,12996,13548,14000,14494,15044,15635,16107,16578,16993,17457,17852,18336,18919,19444,19908,20354,20785,21264,21773,22324,22724,23063,23421,23733,24085,24383,24653,24984,25335,25628,25981,26330,26611,26869,27153,27457,27749,28048
"pivpn/pivpn","The Simplest VPN installer, designed for Raspberry Pi",false,1752.2,7.2,4020,134,409,1050,187,11,"openvpn, openvpn-installer, pivpn, raspberry-pi, wireguard, vpn-server",59,3,182,0.76,9.65,4.13,3.43,3.21,3.58,3.46,3.37,3.44,2.91,,2.29,386,441,528,580,649,716,776,834,882,942,1011,1080,1162,1250,1323,1390,1439,1500,1551,1599,1636,1691,1748,1817,1886,1937,2008,2098,2178,2246,2330,2403,2469,2534,2598,2653,2754,2868,3017,3141,3247,3318,3395,3495,3595,3695,3798,3902,4012
