"fullName","description","createdAgo","pushedAgo","isFork","repoStars","usersStars","leftShare","rightShare","relevance","T1W","T2W","T1M","T3M","T6M","T1Y","T2Y","T5Y","TI","T-36","T-35","T-34","T-33","T-32","T-31","T-30","T-29","T-28","T-27","T-26","T-25","T-24","T-23","T-22","T-21","T-20","T-19","T-18","T-17","T-16","T-15","T-14","T-13","T-12","T-11","T-10","T-9","T-8","T-7","T-6","T-5","T-4","T-3","T-2","T-1","T0"
"DirtyHarryLYL/DJ-RN","As a part of HAKE project (HAKE-3D). Code for our CVPR2020 paper ""Detailed 2D-3D Joint Representation for Human-Object Interaction"".",324.5,10.5,,71,3,0.49,9.29,3.49,,,0.07,0.09,0.1,,,,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,39,48,52,55,58,64,66,70,73
"krasserm/fairseq-image-captioning","Transformer-based image captioning extension for pytorch/fairseq",470.5,38.5,,154,5,0.82,7.14,3.47,,0.29,0.49,0.49,0.43,0.37,,,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,27,40,48,56,63,74,88,94,109,126,138,161
"daveredrum/ScanRefer","[ECCV 2020] ScanRefer: 3D Object Localization in RGB-D Scans using Natural Language",369.1,11.3,,73,3,0.49,9.03,3.42,,0.29,0.16,0.16,0.16,0.19,,,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,36,38,41,42,44,52,57,59,62,68,75
"facebookresearch/PointContrast","Code for paper <PointContrast: Unsupervised Pretraining for 3D Point Cloud Understanding>",147.1,14.1,,113,4,0.66,7.78,3.41,,0.07,0.46,,,,,,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,98,121
"fabien-h/acta","Super light and dead simple state manager and event dispatcher for react.",552.6,34.2,,159,5,0.82,6.91,3.4,,,,,0.03,,,,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,154,157,159,162,166,169,172
"NVlabs/stylegan2-ada","StyleGAN2 with adaptive discriminator augmentation (ADA) - Official TensorFlow implementation",110.2,37,,920,16,2.62,3.82,3.37,,1.57,3.45,5.65,,,,,8.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,536,815,939
"BruceWen120/medal","A large medical text dataset curated for abbreviation disambiguation",278.8,17.9,,75,3,0.49,8.79,3.36,,0.07,0.26,,,,,,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,66,76
"facebookresearch/ActivityNet-Entities","A Dataset for Grounded Video Description",768.1,12.1,,117,4,0.66,7.52,3.33,,0.07,0.07,0.08,0.07,0.11,,,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,36,46,54,58,61,65,68,70,73,75,79,84,92,97,102,104,107,108,110,112,115,118
"gquittet/graceful-server","Tiny (~5k), KISS, dependency-free Node.JS library to make your API more graceful",342.8,39.3,,165,5,0.82,6.66,3.31,,,0.07,1.67,0.85,,,,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,8,8,8,9,9,12,125,163,173
"kili-technology/kili-playground","Simplest and fastest image and text annotation tool.",572.3,11.5,,167,5,0.82,6.58,3.29,,,,0.03,0.12,0.44,,,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,5,6,6,6,7,7,8,9,11,146,155,158,163,166,170,174
"dmlc/decord","An efficient video loader for deep learning with smart shuffling that's super easy to digest",737.9,22.6,,478,10,1.64,4.6,3.26,,0.36,0.89,0.69,0.85,0.99,,,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,47,56,62,78,82,87,101,103,115,139,178,193,222,287,323,347,378,414,431,451,487
"facebookresearch/esm","Evolutionary Scale Modeling (esm): Pretrained language models for proteins",147.1,9.8,,169,5,0.82,6.5,3.26,,0.14,0.46,0.91,,,,,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,86,105,155,178
"EleutherAI/DALLE-mtf","Open-AI's DALL-E for large scale training in mesh-tensorflow.",16.1,11.5,,123,4,0.66,7.15,3.22,,4.43,,,,,,,8.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
"majusko/pulsar-java-spring-boot-starter","Simple pulsar spring boot starter with annotation based consumer/producer registration.",439.9,10.1,,123,4,0.66,7.15,3.22,,,,0.01,0.62,,,,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,7,8,15,20,121,123,128,133
"alpersonalwebsite/react","React[0] + Redux[0] > A brief introduction to React and Redux",945,32.6,,173,5,0.82,6.35,3.21,,,,,,,,,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,95,144,2958,5906,8854,11802,14751,17699,20647,23595,26544,29492,32440,35388,38337,41285,44233
"FeliMe/AudioStyleNet","This repository contains the code for my master thesis on Emotion-Aware Facial Animation",476.6,34.3,,81,3,0.49,8.14,3.19,,0.14,0.23,,,,,,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,84
"Adapter-Hub/adapter-transformers","Huggingface Transformers + Adapters = ❤️",279.2,11,,297,7,1.15,5.18,3.13,,0.5,0.43,0.89,1.07,,,,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,147,172,216,250,283,302
"allenai/longformer","Longformer: The Long-Document Transformer",300,12,,936,15,2.46,3.52,3.13,,0.57,0.95,1.27,1.46,,,,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,515,581,670,717,776,820,858,907,958
"google/neural-light-transport","Code and Data Release for Neural Light Transport (NLT)",165.8,17.8,,85,3,0.49,7.76,3.09,0.14,0.14,0.13,0.33,,,,,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,53,57,69,83,89
"evanzd/ICLR2021-OpenReviewData","Crawl & visualize ICLR papers and reviews.",75.8,12.7,,185,5,0.82,5.94,3.07,,2.07,1.55,,,,,,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,140,208
"default-services/components","Default, open-source, component library for React.",244.1,33.9,,134,4,0.66,6.56,3.05,,,,,0.44,,,,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,102,130,177,224,271,318
"yalesong/pvse","Polysemous Visual-Semantic Embedding for Cross-Modal Retrieval (CVPR 2019)",594.8,20.1,,89,3,0.49,7.41,3,,,0.07,0.12,0.1,0.12,,,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,16,22,26,30,36,46,54,59,60,62,68,71,75,77,79,82,87,91
"openai/summarize-from-feedback","Code for ""Learning to summarize from human feedback""",145.2,11.8,,195,5,0.82,5.64,2.96,,0.36,0.36,0.46,,,,,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,157,176,188,203
"datawhalechina/team-learning-data-mining","主要存储Datawhale组队学习中“数据挖掘/机器学习”方向的资料。",181.3,9.7,,324,7,1.15,4.75,2.96,,1.36,4.34,2.21,,,,,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,87,122,151,192,338
"rosinality/stylegan2-pytorch","Implementation of Analyzing and Improving the Image Quality of StyleGAN (StyleGAN 2) in PyTorch",409.9,14.1,,836,13,2.13,3.42,2.92,,0.86,1.28,1.78,2.07,1.86,,,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,155,221,266,311,355,399,458,530,595,673,727,797,849
"neuml/tldrstory","AI-powered understanding of headlines and story text",112.2,12.2,,199,5,0.82,5.52,2.92,,0.07,0.16,0.65,,,,,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,171,193,202
"phurwicz/hover",":speedboat: Human-Oriented Visual ExploRation",81.3,10.3,,144,4,0.66,6.11,2.9,,,0.16,,,,,,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,138,149
"princeton-vl/RAFT","",304.7,27.2,,1054,15,2.46,3.13,2.89,,1.93,3.06,3,5.25,,,,3.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,68,78,96,248,658,780,862,961,1078
"wenhuchen/HybridQA","Dataset and code for EMNLP2020 paper ""HybridQA: A Dataset of Multi-Hop Question Answeringover Tabular and Textual Data""",292.6,17.1,,94,3,0.49,7.02,2.89,,,0.03,0.12,0.22,,,,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,44,45,53,62,68,82,86,93,97
"innerlee/setup","Setup a new machine without sudo!",480.6,12.5,,94,3,0.49,7.02,2.89,0.43,0.43,0.3,0.35,0.3,0.23,,,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,34,37,37,38,38,43,47,59,66,77,88,98
"ofirpress/shortformer","Code for the Shortformer model, from the paper by Ofir Press, Noah A. Smith and Mike Lewis.",26.8,24.8,,94,3,0.49,7.02,2.89,0.43,0.5,,,,,,,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"qonversion/qonversion-ios-sdk","In-app purchases and subscriptions implementation, analytics, growth.",526.5,10.4,,203,5,0.82,5.41,2.89,,0.29,0.33,1.58,0.86,0.55,,,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,42,43,43,44,45,46,46,55,59,125,193,206
"DirtyHarryLYL/Transferable-Interactiveness-Network","Code for Transferable Interactiveness Knowledge for Human-Object Interaction Detection. (CVPR 2019)",674.5,11.2,,146,4,0.66,6.02,2.88,,,0.03,0.04,0.08,0.13,,,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,28,42,50,59,66,74,81,96,100,104,113,122,126,129,131,136,138,142,143,144,147
"clovaai/AdamP","AdamP: Slowing Down the Slowdown for Momentum Optimizers on Scale-invariant Weights (ICLR 2021)",224.8,12.6,,270,6,0.98,4.89,2.86,,0.79,0.43,0.33,0.6,,,,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,160,186,222,240,251,256,315
"celer-network/goCeler-oss","Celer state channel network",350,41.8,,147,4,0.66,5.98,2.86,,,,0.02,0.02,,,,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,137,139,142,143,144,145,146,148,150
"jalammar/ecco","Visualize and explore NLP language models. Ecco creates interactive visualizations directly in Jupyter notebooks explaining the behavior of Transformer-based language models (like GPT2).",79.5,10.1,,586,10,1.64,3.75,2.85,,16.71,17.88,,,,,,8.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,766
"ZhengZixiang/ATPapers","Worth-reading papers and related resources on attention mechanism, Transformer and pretrained language model (PLM) such as BERT. 值得一读的注意力机制、Transformer和预训练语言模型论文与相关资源集合",450.5,13.5,,96,3,0.49,6.87,2.85,,,,0.14,0.25,0.25,,,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5,11,16,20,23,51,71,78,84,93,96,98
"yoshitomo-matsubara/torchdistill","PyTorch-based modular, configuration-driven framework for knowledge distillation. 🏆18 methods including SOTA are implemented so far. 🎁 Trained models, training logs and configurations are available ...",404.2,10.5,,150,4,0.66,5.86,2.82,,0.07,2.63,,,,,,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,157
"ha-lins/MetaLearning4NLP-Papers","A list of recent papers about Meta / few-shot learning methods applied in NLP areas.",283.2,27.5,,151,4,0.66,5.82,2.81,,,0.1,0.41,0.28,,,,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,68,89,100,104,111,115,130,149,154
"dk-liang/Awesome-Visual-Transformer","Collect some papers about transformer with vision. Awesome Transformer with Computer Vision (CV)",53.7,10.5,,152,4,0.66,5.79,2.8,,5.14,4.41,,,,,,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,179
"sxyu/pixel-nerf","PixelNeRF Official Repository (WIP)",55.8,19,,280,6,0.98,4.71,2.79,,0.93,1.22,,,,,,5.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,294
"snap-stanford/ogb","Benchmark datasets, data loaders, and evaluators for graph machine learning",430,10.1,,711,11,1.8,3.4,2.75,,0.79,1.25,1.26,1.45,1.56,,,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,143,167,201,241,312,403,446,495,550,596,628,672,725
"google-research/pegasus","",306.7,17.5,,919,13,2.13,3.11,2.74,,0.29,0.99,1.04,1.56,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,50,477,633,703,777,824,851,889,928
"google-research/language","Shared repository for open-sourced projects from the Google AI Language team.",832.8,12.1,,815,12,1.97,3.24,2.74,,0.29,0.66,0.68,1.23,1.12,1,,0.98,0,0,0,0,0,0,0,0,0,51,70,72,81,97,116,134,171,191,203,212,238,246,329,379,405,423,440,457,533,562,591,697,725,753,773,794,827
"lucidrains/alphafold2","To eventually become an unofficial Pytorch implementation of Alphafold2, as details of the architecture get released",55.6,10.2,,157,4,0.66,5.6,2.74,,0.5,1.55,,,,,,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,167
"TZYSJTU/Sketch-Generation-with-Drawing-Process-Guided-by-Vector-Flow-and-Grayscale","This is the official implementation of the AAAI 2021 accepted paper ""Sketch Generation with Drawing Process Guided by Vector Flow and Grayscale""",46.2,39.2,,102,3,0.49,6.47,2.74,0.14,0.36,1.12,,,,,,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,107
"pragmalang/pragma","Build GraphQL APIs In No Time",516,12.8,,102,3,0.49,6.47,2.74,0.14,0.36,1.28,1.12,0.56,,,,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,43,65,105
"facebookincubator/submitit","Python 3.6+ toolbox for submitting jobs to Slurm",276.6,10.3,,290,6,0.98,4.55,2.73,,0.29,0.62,0.59,0.75,,,,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,131,153,168,224,235,257,270,298
"LiyuanLucasLiu/Transformer-Clinic","Understanding the Difficulty of Training Transformers",299.2,14,,158,4,0.66,5.57,2.73,,0.5,1.12,0.79,0.66,,,,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31,34,39,47,74,87,113,126,168
"He-Zhang/image_dehaze","Single Image Haze Removal Using Dark Channel Prior",1664.5,15.3,,103,3,0.49,6.4,2.72,0.29,0.29,0.2,0.19,0.2,0.15,0.11,,0.08,4,6,6,7,8,10,12,13,16,17,20,23,25,28,29,32,34,38,40,43,44,45,49,50,51,52,57,60,63,66,70,73,82,88,95,100,107
"asteroid-team/torch-audiomentations","Fast audio data augmentation in PyTorch. Inspired by audiomentations. Useful for deep learning.",217.2,19.5,,103,3,0.49,6.4,2.72,0.86,1,0.95,0.89,0.52,,,,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,14,15,28,48,79,115
"Megvii-BaseDetection/DeFCN","End-to-End Object Detection with Fully Convolutional Network",49.5,38.6,,293,6,0.98,4.5,2.71,,1.43,1.58,,,,,,6.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,306
"wpeebles/hessian_penalty","Code for the Hessian Penalty: A Weak Prior for Unsupervised Disentanglement (ECCV 2020 Spotlight)",153.9,16.8,,160,4,0.66,5.5,2.71,,0.07,0.03,0.2,,,,,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,130,143,153,159,162
"google-research/multilingual-t5","",95.1,12.1,,544,9,1.48,3.64,2.69,,0.29,0.95,3.93,,,,,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,471,515,551
"LuoweiZhou/VLP","Vision-Language Pre-training for Image Captioning and Question Answering",488.8,16.7,,226,5,0.82,4.86,2.69,,0.14,0.13,0.28,0.3,0.31,,,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,67,83,105,112,123,127,133,150,162,171,178,191,200,214,221,228
"google/uncertainty-baselines","High-quality implementations of standard and SOTA methods on a variety of tasks.",193.8,8.8,,229,5,0.82,4.8,2.66,,0.36,0.89,1.67,1.18,,,,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,32,59,76,96,201,238
"Sense-X/X-Temporal","A general video understanding codebase from SenseTime X-Lab",354.5,25.5,,384,7,1.15,4.01,2.64,,,0.26,0.89,0.59,,,,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,236,257,276,291,297,303,360,375,393
"google-research-datasets/conceptual-captions","Conceptual Captions is a dataset containing (image-URL, caption) pairs designed for the training and evaluation of machine learned image captioning systems. ",991,12,,235,5,0.82,4.68,2.62,,0.07,0.1,0.2,0.13,0.13,0.19,,0.24,0,0,0,0,2,3,9,11,53,70,83,86,92,106,118,125,131,137,143,145,149,160,172,179,186,192,195,198,202,206,211,213,216,217,220,231,237
"sthalles/SimCLR","PyTorch implementation of SimCLR: A Simple Framework for Contrastive Learning of Visual Representations",343.1,8.2,,662,10,1.64,3.32,2.62,,0.64,0.82,1.46,1.37,,,,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,148,237,295,351,412,455,485,529,582,637,675
"clovaai/assembled-cnn","Tensorflow implementation of ""Compounding the Performance Improvements of Assembled Techniques in a Convolutional Neural Network""",374.6,8.3,,310,6,0.98,4.25,2.61,,,0.07,0.15,0.19,0.42,,,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,220,236,246,257,265,275,280,288,296,304,308,311
"YueLiao/PPDM","Code for  ""PPDM: Parallel Point Detection and Matching for Real-time Human-Object Interaction Detection"".",320.7,11.3,,110,3,0.49,6,2.61,,0.14,0.13,0.2,0.2,,,,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,40,49,66,75,81,89,93,96,107,113
"weihaox/awesome-image-translation","A collection of awesome resources image-to-image translation.",523.6,8.4,,311,6,0.98,4.24,2.61,,2,1.41,1.24,1.06,0.72,,,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,10,47,54,67,76,85,103,117,145,166,197,228,267,359
"PatrickHua/SimSiam","A pytorch implementation for paper 'Exploring Simple Siamese Representation Learning'",59.3,14.6,,238,5,0.82,4.62,2.6,,1.29,1.97,,,,,,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,253
"lucidrains/point-transformer-pytorch","Implementation of the Point Transformer layer, in Pytorch",38.1,26,,111,3,0.49,5.94,2.59,1,1.93,1.84,,,,,,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,121
"danqi/acl2020-openqa-tutorial","ACL2020 Tutorial: Open-Domain Question Answering",276.3,24.3,,482,8,1.31,3.65,2.59,,0.5,0.99,1.16,1.05,,,,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,43,286,322,350,373,416,448,491
"facebookresearch/svoice","We provide a PyTorch implementation of the paper Voice Separation with an Unknown Number of Multiple Speakers In which, we present a new method for separating a mixed audio sequence, in which multiple...",67.2,8.4,,678,10,1.64,3.24,2.58,,2,9.63,,,,,,10.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,384,704
"shenzhenjinma/sn_jd_tb_tm_maotai_seckill","苏宁 京东 淘宝 天猫 茅台秒杀脚本 基于chrome浏览器插件",19.7,10.5,,323,6,0.98,4.08,2.54,,9.5,,,,,,,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368
"ydataai/ydata-synthetic","Open repository with GAN architectures for tabular data implemented using Tensorflow 2.0. ",266.2,10.4,,177,4,0.66,4.97,2.53,,3.43,1.74,1.57,0.95,,,,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,33,113,123,210
"szq0214/MEAL-V2","MEAL V2: Boosting Vanilla ResNet-50 to 80%+ Top-1 Accuracy on ImageNet without Tricks",153.8,40.1,,505,8,1.31,3.48,2.51,,0.5,0.59,1.03,,,,,3.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,411,454,487,515
"icoz69/DeepEMD","Code for paper ""DeepEMD: Few-Shot Image Classification with Differentiable Earth Mover's Distance and Structured Classifiers"", CVPR2020",316.5,22.6,,250,5,0.82,4.4,2.51,,0.43,0.43,0.66,0.76,,,,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,37,75,112,139,170,189,210,237,256
"RUCAIBox/TextBox","TextBox is an open-source library for building text generation system.",78.6,14.3,,180,4,0.66,4.89,2.5,,12.93,6.05,,,,,,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,215
"google-research/fixmatch","A simple method to perform semi-supervised learning with limited data.",369.9,40,,607,9,1.48,3.26,2.5,,0.21,0.49,0.72,0.82,1.28,,,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,296,342,388,412,436,457,486,508,541,563,592,611
"FabianFuchsML/se3-transformer-public","code for the SE3 Transformers paper: https://arxiv.org/abs/2006.10503",147.4,34.1,,117,3,0.49,5.64,2.5,0.71,1.07,1.08,1.11,,,,,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,34,90,126
"fast-ide/fast-ide","🕺Fast Integrated Development Environment  😻",803.2,16.6,,180,4,0.66,4.89,2.5,,,,0.01,0.03,0.49,,,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,10,167,174,174,175,176,178,179,179,180
"yaoyao-liu/few-shot-classification-leaderboard","Leaderboards for few-shot image classification on miniImageNet, tieredImageNet, FC100, and CIFAR-FS.",186.1,9.2,,118,3,0.49,5.59,2.49,0.29,0.36,0.66,0.54,0.59,,,,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,39,63,71,89,101,122
"Tencent/TurboTransformers","a fast and user-friendly runtime for transformer inference (Bert, Albert, GPT2, Decoders, etc) on CPU and GPU.",280.5,11.8,,726,10,1.64,3.03,2.47,,0.29,0.69,1.27,1.37,,,,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,285,325,475,528,560,609,654,704,736
"royorel/Lifespan_Age_Transformation_Synthesis","Lifespan Age Transformation Synthesis code",291,25.5,,257,5,0.82,4.28,2.47,,0.29,0.92,1.92,,,,,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,69,81,126,228,262
"kkhoot/PAA","A PyTorch implementation of the paper `Probabilistic Anchor Assignment with IoU Prediction for Object Detection` ECCV 2020 (https://arxiv.org/abs/2007.08103)",205.4,36.8,,185,4,0.66,4.75,2.46,,0.36,0.46,0.54,0.6,,,,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,110,124,136,144,170,188
"snap-stanford/deepsnap","Python library assists deep learning on graphs",233,15.3,,185,4,0.66,4.75,2.46,,0.5,0.66,0.53,0.43,,,,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,106,120,132,137,156,165,199
"ml-tooling/best-of-ml-python","🏆 A ranked list of awesome machine learning Python libraries. Updated weekly.",57.1,10.2,,532,8,1.31,3.31,2.43,,93.36,44.65,,,,,,25.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4116
"zhaohengyuan1/PAN","[Params: Only 272K!!!] Efficient Image Super-Resolution Using Pixel Attention, in ECCV Workshop, 2020.",192.4,39.5,,122,3,0.49,5.41,2.43,,0.14,0.33,0.56,0.64,,,,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,15,71,87,111,128
